arcog	Pathway	GeneID	Gene	COG	PFAM	CD	TIGR	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
5057	arCOG07766	S	-	Uncharacterized protein																																																		
5058	arCOG11612	S	-	Uncharacterized protein																																																		
5059	arCOG04216	S	-	Uncharacterized protein	SC.00476																																																	
5060	arCOG11615	S	-	Uncharacterized protein																																																		
5061	arCOG07770	S	-	Uncharacterized protein																																																		
5062	arCOG07771	R	-	C4-type Zn-finger protein	COG01779																																																	
5063	arCOG04220	S	-	Uncharacterized protein																																																		
5064	arCOG11619	S	-	Uncharacterized membrane protein																																																		
5065	arCOG04222	S	-	Uncharacterized protein																																																		
5066	arCOG07775	P	HcaE	"Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit, contains Rieske [2Fe-2S] domain"	COG04638	"pfam00355,pfam00848"	"cd03535,cd08881"	TIGR03229																																														
5067	arCOG04224	S	-	Uncharacterized protein with novel six-stranded beta-clam fold																																																		
5068	arCOG04225	J	YmdB	"O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain"	COG02110	pfam01661	cd02907																																															
5069	arCOG07778	S	-	Uncharacterized protein		"pfam14221,pfam14221"																																																
5070	arCOG07779	S	-	"Uncharacterized protein, DUF2892 family"	SC.00148	pfam11127																																																
5071	arCOG07780	V	-	HNH/McrA nuclease domain containing protein																																																		
5072	arCOG15262	S	-	Uncharacterized protein																																																		
5073	arCOG04230	R	-	HD supefamily hydrolase	COG03294																																																	
5074	arCOG07783	R	-	SIR2 superfamily protein	COG00846	pfam13289	cd01406																																															
5075	arCOG04232	I	Sbm	Methylmalonyl-CoA mutase	COG01884	pfam01642	cd03680	TIGR00641																																														
5076	arCOG04233	P	FepB	"ABC-type Fe3+-hydroxamate transport system, periplasmic component"	COG00614	pfam01497	cd01143	TIGR04281																																														
5077	arCOG04234	S	-	Uncharacterized protein																																																		
5078	arCOG04235	O	-	Thioredoxin/glutaredoxin	COG05494	pfam13192																																																
5079	arCOG11634	S	-	Uncharacterized protein																																																		
5080	arCOG07791	M	ArnT	Glycosyltransferase of PMT family	COG01807	pfam13231																																																
5081	arCOG11636	S	-	Uncharacterized protein																																																		
5082	arCOG11637	S	-	Uncharacterized protein																																																		
5083	arCOG11640	S	-	Uncharacterized protein																																																		
5084	arCOG07795	S	-	Uncharacterized protein	SC.00378																																																	
5085	arCOG11642	S	-	Uncharacterized protein																																																		
5086	arCOG07797	S	-	Uncharacterized protein																																																		
5087	arCOG15277	E	-	Legumain-like peptidase C13 family																																																		
5088	arCOG11645	S	-	Uncharacterized protein																																																		
5089	arCOG07801	S	-	Uncharacterized protein																																																		
5090	arCOG04247	E	YpwA	"Zn-dependent carboxypeptidase, M32 family"	COG02317	pfam02074	cd06460																																															
5091	arCOG07803	V	-	Minimal nucleotidyltransferase	COG01708	pfam01909	cd05403																																															
5092	arCOG07804	S	-	Uncharacterized protein																																																		
5093	arCOG11650	S	-	Uncharacterized protein																																																		
5094	arCOG07806	O	NosY	"ABC-type transport system involved in multi-copper enzyme maturation, permease component"	COG01277	pfam12730																																																
5095	arCOG07807	S	-	Uncharacterized protein	SC.00746	pfam11185																																																
5096	arCOG04253	S	-	"Uncharacterized protein, DUF763 family"	COG01415	pfam05559																																																
5097	arCOG05408	S	-	Zn-ribbon protein																																																		
5098	arCOG07810	T	CyaA	"Adenylate cyclase, family 3"	COG02114	pfam00211	cd07302																																															
5099	arCOG07811	L	-	"DNA helicase, fragment?"	COG00210			TIGR01073																																														
5100	arCOG11657	S	-	Uncharacterized protein																																																		
5101	arCOG07814	S	-	Uncharacterized protein																																																		
5102	arCOG04259	F	-	Class III nucleotidyl cyclase																																																		
5103	arCOG07816	S	-	Uncharacterized protein																																																		
5104	arCOG04261	S	-	Uncharacterized protein																																																		
5105	arCOG07819	S	-	Uncharacterized protein																																																		
5106	arCOG04263	H	-	Pantoate kinase	COG01829	pfam00288																																																
5107	arCOG04264	S	-	"Uncharacterized protein, predicted prefoldin"																																																		
5108	arCOG07822	G	BglS	"Beta-glucanase, GH16 family"	COG02273		cd00413																																															
5109	arCOG07823	S	-	Uncharacterized protein																																																		
5110	arCOG04267	S	-	Uncharacterized protein																																																		
5111	arCOG04268	L	Cdt1	"Replication initiator protein WhiP, Cdt1-like protein, contains HTH domain"																																																		
5112	arCOG07826	M	-	"Glycosyltransferase, GT2 family, fused to methyltransferase domain"	COG01216	pfam00534	cd03823	TIGR03999																																														
5113	arCOG11670	S	-	Uncharacterized membrane protein																																																		
5114	arCOG07829	R	-	VIP2 family ADP-ribosyltransferase		pfam03496																																																
5115	arCOG07830	S	-	Uncharacterized membrane protein																																																		
5116	arCOG07831	S	-	Uncharacterized protein																																																		
5117	arCOG04274	H	CbiB	Cobalamin biosynthesis protein CobD/CbiB	COG01270	pfam03186		TIGR00380																																														
5118	arCOG07834	S	-	Uncharacterized protein																																																		
5119	arCOG11677	S	-	Uncharacterized protein																																																		
5120	arCOG11678	S	-	Uncharacterized protein																																																		
5121	arCOG11679	S	-	Uncharacterized protein																																																		
5122	arCOG11680	S	-	Uncharacterized protein																																																		
5123	arCOG07839	S	-	Uncharacterized membrane protein																																																		
5124	arCOG05436	S	-	Uncharacterized protein																																																		
5125	arCOG04283	R	-	Thioredoxin superfamily protein																																																		
5126	arCOG11684	S	-	Uncharacterized protein																																																		
5127	arCOG11685	S	-	Uncharacterized protein																																																		
5128	arCOG04286	T	CstA	"Carbon starvation protein, predicted membrane protein"	COG01966	"pfam02554,pfam13722"																																																
5129	arCOG11687	S	-	Uncharacterized protein	SC.00980																																																	
5130	arCOG07846	V	Cmr6g7	"CRISPR-Cas system related protein, RAMP superfamily Cas7 group"	COG01604		cd09726																																															
5131	arCOG11689	S	-	Uncharacterized membrane protein																																																		
5132	arCOG04290	R	-	PIN-domain and Zn ribbon	COG01656	pfam01927																																																
5133	arCOG07849	J	-	Ribosome associated protein L45A																																																		
5134	arCOG07850	S	-	Uncharacterized membrane protein																																																		
5135	arCOG04293	J	RPS30	Ribosomal protein S30	COG04919																																																	
5136	arCOG04294	L	RecA	"RecA/RadA recombinase, inactivated"	COG00468																																																	
5137	arCOG11695	V	-	Antitoxin protein, MazE family																																																		
5138	arCOG07855	T	CpdA	"3',5'-cyclic AMP phosphodiesterase CpdA"	COG01409	pfam00149	cd07395																																															
5139	arCOG04298	F	-	Adenosine/AMP kinase	COG01839	pfam04008																																																
5140	arCOG07859	V	-	Minimal nucleotidyltransferase	COG01708		cd05403																																															
5141	arCOG07860	R	-	Histidine kinase-like ATPase domain containing protein	COG00323	pfam13589		TIGR00585																																														
5142	arCOG04301	H	MptA	Fe(2+)-dependent GTP cyclohydrolase	COG01469	pfam02649		TIGR00294																																														
5143	arCOG07862	S	-	Uncharacterized protein containing PA14 domain		pfam07691																																																
5144	arCOG04303	H	FolK	"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK, Rossmann fold enzyme"	COG01634	pfam01973	cd07995																																															
5145	arCOG04304	J	-	Ribosomal protein L35AE/L33A	COG02451	pfam01247																																																
5146	arCOG04305	J	RPS26B	Ribosomal protein S26	COG04830	pfam01283																																																
5147	arCOG04306	L	-	"Predicted endonuclease, RecB family"	COG04998																																																	
5148	arCOG04307	J	CafA	Ribonuclease G and E	COG01530	pfam04167																																																
5149	arCOG07870	R	-	Uncharacterized conserved domain associated with membrane ribonuclease BN																																																		
5150	arCOG04309	H	-	S-adenosyl-l-methionine hydroxide adenosyltransferase	COG01912	pfam01887																																																
5151	arCOG07873	R	PfoR	Uncharacterized membrane protein	COG03641																																																	
5152	arCOG11711	S	-	Uncharacterized protein																																																		
5153	arCOG07884	S	-	outer membrane protein																																																		
5154	arCOG07886	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG00697	pfam13536																																																
5155	arCOG07894	L	-	Distinct protein family containing C-terminal domain similar to primase large subunit																																																		
5156	arCOG04315	I	AtoE	Short chain fatty acids transporter	COG02031	pfam02667		TIGR00366																																														
5157	arCOG04316	R	-	ABC ATPase domain containing protein																																																		
5158	arCOG04317	H	ThiW	Thiamine-precursor transporter protein	COG04732	pfam09512		TIGR02359																																														
5159	arCOG04318	J	-	Predicted RNA-binding protein of the translin family	COG02178	pfam01997	cd14820																																															
5160	arCOG04319	S	-	Uncharacterized membrane protein	COG04920	pfam09973																																																
5161	arCOG04320	F	DeoC	Deoxyribose-phosphate aldolase	COG00274	pfam01791	cd00959	TIGR00126																																														
5162	arCOG04321	S	-	"Uncharacterized protein DUF711 family, similar to ribonucleotide reductase and pyruvate formate lyase"	COG02848	pfam05167	cd08025																																															
5163	arCOG07909	S	-	Uncharacterized membrane protein	SC.00751																																																	
5164	arCOG04323	S	-	Zn-finger protein																																																		
5165	arCOG07914	C	NuoJ	NADH:ubiquinone oxidoreductase subunit 6	COG00839																																																	
5166	arCOG04325	T	PhoH	"Phosphate starvation-inducible protein PhoH, predicted ATPase"	COG01702	"pfam02562,pfam13184"																																																
5167	arCOG04326	S	-	Uncharacterized protein																																																		
5168	arCOG07922	X	-	Transposase ISC1217	SC.00238	pfam04693																																																
5169	arCOG07925	X	-	Transposase ISC1234	SC.00164																																																	
5170	arCOG07927	S	-	Zn-ribbon containing membrane protein																																																		
5171	arCOG07929	X	-	Transposon ISC1160	SC.00618																																																	
5172	arCOG07930	S	-	Zinc finger C2H2-type	SC.00552																																																	
5173	arCOG04332	J	EbsC	"Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase, ybaK family"	COG02606	pfam04073	cd04333	TIGR00011																																														
5174	arCOG04333	E	-	Aspartate/tyrosine/aromatic aminotransferase	COG00436	pfam00155	cd00609	TIGR03947																																														
5175	arCOG07936	K	-	"Transcriptional regulator, contains HTH domain"	COG04742																																																	
5176	arCOG04335	C	GltP	Na+/H+-dicarboxylate symporter	COG01301	pfam00375																																																
5177	arCOG07945	Q	IucD	Lysine/ornithine N-monooxygenase	COG03486	pfam13434																																																
5178	arCOG11738	S	-	Uncharacterized protein																																																		
5179	arCOG04338	H	CobS	Cobalamin-5-phosphate synthase	COG00368	pfam02654		TIGR00317																																														
5180	arCOG11740	S	-	Uncharacterized protein																																																		
5181	arCOG07953	K	-	"Predicted transcriptional regulator, contains wHTH domain"	SC.00078																																																	
5182	arCOG11742	S	-	Uncharacterized membrane protein																																																		
5183	arCOG07955	S	-	Uncharacterized protein																																																		
5184	arCOG07956	S	-	Uncharacterized protein																																																		
5185	arCOG07957	G	-	"Endo alpha-1,4 polygalactosaminidase, GH114 family"	COG02342	pfam03537		TIGR01370																																														
5186	arCOG11746	S	-	Uncharacterized protein																																																		
5187	arCOG11747	S	-	Uncharacterized membrane protein																																																		
5188	arCOG09261	S	-	Uncharacterized membrane protein																																																		
5189	arCOG07961	M	NlpD	Peptidase family M23	COG00739	pfam01551																																																
5190	arCOG04349	S	-	"Uncharacterized membrane protein, DUF981 family"	COG03374	pfam06168																																																
5191	arCOG04350	I	CaiA	Acyl-CoA dehydrogenase	COG01960	"pfam02771,pfam02770,pfam00441"	cd00567	TIGR03207																																														
5192	arCOG07964	V	-	HNH family endonuclease	COG03513	pfam13395	cd00085	TIGR01865																																														
5193	arCOG11753	S	-	Uncharacterized protein																																																		
5194	arCOG07967	S	-	Uncharacterized protein																																																		
5195	arCOG07968	S	-	Uncharacterized protein																																																		
5196	arCOG07970	V	-	PIN domain containing protein	COG01848																																																	
5197	arCOG04356	L	Bax1	"Nuclease of restriction endonuclease-like fold, implicated in nucleotide excision repair"	COG03372	pfam05626																																																
5198	arCOG07975	V	-	"CopG/MetJ, RHH domain containing DNA-binding protein, often an antitoxin in Type II toxin-antitoxin systems"	COG03609																																																	
5199	arCOG04358	C	FdhD	Uncharacterized protein required for formate dehydrogenase activity	COG01526	pfam02634		TIGR00129																																														
5200	arCOG07981	S	-	Uncharacterized protein																																																		
5201	arCOG07982	S	-	Uncharacterized protein																																																		
5202	arCOG07988	S	-	Uncharacterized protein	SC.00762																																																	
5203	arCOG07989	C	-	Rubredoxin family protein	COG01773																																																	
5204	arCOG07990	V	-	"RHH family protein, predicted antitoxin of TA system"	SC.00740																																																	
5205	arCOG04365	R	-	Actin superfamily ATPase	COG04012	pfam08735																																																
5206	arCOG08000	S	-	Uncharacterized membrane protein	SC.00726																																																	
5207	arCOG08001	S	-	Uncharacterized membrane protein																																																		
5208	arCOG08007	S	-	Uncharacterized protein	COG01655																																																	
5209	arCOG11770	S	-	Uncharacterized membrane protein																																																		
5210	arCOG11771	S	-	Uncharacterized membrane protein																																																		
5211	arCOG11772	S	-	Uncharacterized protein																																																		
5212	arCOG08021	K	-	"Transcriptional regulator, contains HTH domain"	SC.00493																																																	
5213	arCOG04373	S	-	"Uncharacterized protein YqgV, UPF0045/DUF77 family"	COG00011	pfam01910		TIGR00106																																														
5214	arCOG04374	S	-	Uncharacterized protein related to dihydrodipicolinate reductase	COG03804	pfam01408																																																
5215	arCOG11777	N	-	Predicted pilin/flagellin	COG03430																																																	
5216	arCOG08027	S	-	Uncharacterized protein	SC.00765																																																	
5217	arCOG04377	K	-	"Transcriptional regulator MarR family, contains HTH domain"	COG04738																																																	
5218	arCOG04380	S	-	Uncharacterized membrane protein	SC.00482																																																	
5219	arCOG04381	S	-	Uncharacterized protein																																																		
5220	arCOG04382	C	Mtd	"Coenzyme F420-dependent N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase"	COG01927	pfam01993																																																
5221	arCOG04383	H	CbiD	Cobalamin biosynthesis protein CbiD	COG01903	pfam01888		TIGR00312																																														
5222	arCOG04384	P	CbiN	"ABC-type cobalt transport system, periplasmic component"	COG01930	pfam02553		TIGR01165																																														
5223	arCOG08041	K	-	"Predicted membrane associated DNA-binding protein, HTH"																																																		
5224	arCOG04386	C	LldP	L-lactate permease	COG01620	pfam02652		TIGR00795																																														
5225	arCOG11790	E	-	Serine protease, S41 family with PDZ and tricorn_C1 domains		pfam13180,pfam03572	cd00136,cd07563	TIGR03900																																														
5226	arCOG11791	S	-	Uncharacterized protein	SC.00984																																																	
5227	arCOG11792	S	-	Uncharacterized protein																																																		
5228	arCOG04390	S	-	Uncharacterized protein containing a Zn-ribbon	COG04068	pfam09889																																																
5229	arCOG04391	C	-	Rubredoxin	COG01773	pfam00301	cd00730																																															
5230	arCOG08074	S	-	Uncharacterized membrane protein																																																		
5231	arCOG04394	P	-	"Intracellular sulfur oxidation protein, DsrE/DsrF family"	COG01416	pfam02635																																																
5232	arCOG04395	H	CofD	"LPPG:FO 2-phospho-L-lactate transferase, F420 biosynthesis enzyme"	COG00391	pfam01933	cd07186	TIGR01819																																														
5233	arCOG04396	E	-	"ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase"	COG02061		cd04886																																															
5234	arCOG04397	P	AmtB	Ammonia permease	COG00004	pfam00909		TIGR00836																																														
5235	arCOG08081	C	NuoJ	"Ferredoxin:quinone oxidoreductase, complex I, subunit J"	COG00839																																																	
5236	arCOG04399	K	-	Predicted transcriptional regulator	COG01497																																																	
5237	arCOG11805	S	-	Uncharacterized protein																																																		
5238	arCOG04402	N	CheR	Methylase of chemotaxis methyl-accepting protein	COG01352	"pfam03705,pfam01739"																																																
5239	arCOG04403	N	CheA	Chemotaxis protein histidine kinase or related kinase	COG00643	"pfam01627,pfam07194,pfam02895,pfam02518,pfam01584"	"cd00088,cd00075,cd00731"	TIGR02916																																														
5240	arCOG04404	T	-	"Cell fate regulator YlbF, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)"	COG03679	pfam06133																																																
5241	arCOG04405	J	-	"ASCH domain, predicted RNA-binding domain"	COG02411		cd06554																																															
5242	arCOG08091	S	-	Uncharacterized protein																																																		
5243	arCOG08092	S	-	"Predicted membrane protein, DoxD family"	COG02259	pfam07681																																																
5244	arCOG08093	S	-	Zn finger protein																																																		
5245	arCOG04409	R	-	Predicted nuclease (RNAse H fold)	COG02410	pfam04250																																																
5246	arCOG08095	K	-	"Predicted transcriptional regulator, contains HTH domain"																																																		
5247	arCOG08096	S	-	Zn finger containing protein																																																		
5248	arCOG08097	S	-	Uncharacterized protein																																																		
5249	arCOG08098	K	NrdR	Transcriptional regulator NrdR (Zn-ribbon and ATP-cone domains)	COG01327	"pfam01096,pfam03477"		TIGR00244																																														
5250	arCOG11820	S	-	Uncharacterized membrane protein																																																		
5251	arCOG11822	S	-	Uncharacterized protein	SC.00771																																																	
5252	arCOG08101	L	-	Inactivated RecA-like ATPase associated with inactivated PolB gene	COG00468	pfam08423	cd01393	TIGR02237																																														
5253	arCOG08102	S	-	Uncharacterized protein																																																		
5254	arCOG08103	S	-	Uncharacterized protein	SC.00178																																																	
5255	arCOG08104	V	BrxA	"BREX/PGL system subunit, structural similarity with DNA binding recognition domain of Bpuji restriction enzyme"		pfam08849																																																
5256	arCOG08105	S	-	Uncharacterized protein	SC.00771																																																	
5257	arCOG11829	S	-	Uncharacterized protein																																																		
5258	arCOG11830	S	-	Uncharacterized protein																																																		
5259	arCOG08108	S	-	Uncharacterized protein																																																		
5260	arCOG08109	S	-	Uncharacterized protein implicated in Halocin C8 processing or regulation	SC.00170																																																	
5261	arCOG08110	S	-	Uncharacterized membrane protein	SC.00773																																																	
5262	arCOG08111	S	-	"Uncharacterized membrane protein, DUF3592 family"		pfam12158																																																
5263	arCOG08112	S	-	Uncharacterized protein																																																		
5264	arCOG11839	S	-	Uncharacterized protein	SC.00930																																																	
5265	arCOG11840	S	-	Uncharacterized membrane protein																																																		
5266	arCOG11842	S	-	Uncharacterized membrane protein																																																		
5267	arCOG08116	S	-	Uncharacterized protein																																																		
5268	arCOG04432	S	-	Uncharacterized protein	COG04883	pfam09959																																																
5269	arCOG04433	S	-	Uncharacterized protein																																																		
5270	arCOG11847	S	-	Uncharacterized membrane protein																																																		
5271	arCOG04435	G	-	Phosphoenolpyruvate carboxylase	COG01892	pfam14010		TIGR02751																																														
5272	arCOG08122	S	-	Uncharacterized protein																																																		
5273	arCOG04437	S	-	Uncharacterized distant homolog of cell wall-associated hydrolase	COG03863	pfam05708																																																
5274	arCOG08124	G	ThuA	Trehalose utilization protein	COG04813	pfam06283	cd03142																																															
5275	arCOG04439	K	ArsR	"Transcriptional regulator containing HTH domain, ArsR family"	COG00640	pfam12840	cd00090																																															
5276	arCOG04440	S	-	"Putative component of bacteriocin or quorum sensing system, membrane protein, DUF2178 family"	COG04854	pfam09946																																																
5277	arCOG04442	X	-	"Transposase, IS5 family"	COG03039	pfam01609																																																
5278	arCOG08128	S	-	Uncharacterized protein																																																		
5279	arCOG08129	S	-	Uncharacterized protein																																																		
5280	arCOG11859	S	-	Uncharacterized protein																																																		
5281	arCOG04446	T	-	CHASE and HAMP domains	COG00642	"pfam05228,pfam00672,pfam00512,pfam02518"	"cd06225,cd00075"	TIGR01386																																														
5282	arCOG11861	S	-	Uncharacterized protein																																																		
5283	arCOG04448	O	DraG	ADP-ribosylglycohydrolase	COG01397	pfam03747		TIGR02662																																														
5284	arCOG04449	J	TruA	Pseudouridylate synthase	COG00101	"pfam01416,pfam01416"	cd02866	TIGR00071																																														
5285	arCOG04450	C	NatB	"ABC-type Na+ efflux pump, permease component"	COG01668																																																	
5286	arCOG04451	V	VapB3	RHH/copG family antitoxin	COG01753																																																	
5287	arCOG04452	E	AzlC	Predicted branched-chain amino acid permease (azaleucine resistance)	COG01296	pfam03591		TIGR00346																																														
5288	arCOG04453	T	DisA_N	"Diadenylate cyclase (c-di-AMP synthetase), DisA_N domain"	COG01624	pfam02457																																																
5289	arCOG04454	H	NIF3	"Putative GTP cyclohydrolase 1 type 2, NIF3 family"	COG00327	pfam01784		TIGR00486																																														
5290	arCOG08140	S	-	Uncharacterized protein																																																		
5291	arCOG04456	S	-	Uncharacterized conserved predicted metal-binding protein	COG03543	pfam06935																																																
5292	arCOG04457	S	-	"Zn finger protein, C2C2 type"	SC.00488																																																	
5293	arCOG08143	S	-	Uncharacterized protein																																																		
5294	arCOG11876	S	-	Uncharacterized protein																																																		
5295	arCOG08145	S	-	"Predicted transcriptional regulator, contains HTH domain"																																																		
5296	arCOG11878	S	-	Uncharacterized protein																																																		
5297	arCOG11879	S	-	Uncharacterized membrane protein																																																		
5298	arCOG08148	R	-	ABC-2 family transporter protein	SC.00174																																																	
5299	arCOG08149	S	-	Uncharacterized protein																																																		
5300	arCOG08150	S	-	Uncharacterized protein																																																		
5301	arCOG11883	S	-	Uncharacterized membrane protein																																																		
5302	arCOG04467	S	-	Uncharacterized protein																																																		
5303	arCOG08153	S	-	Uncharacterized membrane protein	SC.00132																																																	
5304	arCOG11886	S	-	Uncharacterized membrane protein	SC.00852																																																	
5305	arCOG11887	S	-	Uncharacterized membrane protein																																																		
5306	arCOG08156	S	-	Uncharacterized protein																																																		
5307	arCOG08157	S	-	Uncharacterized membrane protein																																																		
5308	arCOG08158	S	-	Uncharacterized protein																																																		
5309	arCOG08159	S	-	Membrane protein	SC.00778																																																	
5310	arCOG11892	S	-	Uncharacterized membrane protein																																																		
5311	arCOG08161	S	-	Uncharacterized protein																																																		
5312	arCOG08162	S	-	Uncharacterized protein																																																		
5313	arCOG04478	S	-	Uncharacterized protein	COG04885																																																	
5314	arCOG08164	S	-	Uncharacterized protein																																																		
5315	arCOG08165	S	-	Uncharacterized protein																																																		
5316	arCOG08166	X	-	"Spindle-shaped halovirus assocaited ATPase, AAA+ superfamily"	COG02607																																																	
5317	arCOG08167	S	-	Uncharacterized protein																																																		
5318	arCOG04483	S	-	Uncharacterized protein containing a ferredoxin domain	COG04739	pfam09918																																																
5319	arCOG08169	S	-	Uncharacterized protein																																																		
5320	arCOG04485	S	-	Uncharacterized protein																																																		
5321	arCOG04486	P	DsrC	"Dissimilatory sulfite reductase (desulfoviridin), gamma subunit"	COG02920	pfam04358		TIGR03342																																														
5322	arCOG04487	P	KatG	Catalase (peroxidase I)	COG00376	"pfam00141,pfam00141"	"cd00649,cd00649"	TIGR00198																																														
5323	arCOG04488	S	-	Uncharacterized protein	COG02164	pfam04126																																																
5324	arCOG04489	Q	-	Acetoacetate decarboxylase related enzyme	COG04689	pfam06314																																																
5325	arCOG08175	S	-	Uncharacterized membrane protein	SC.00171																																																	
5326	arCOG08176	N	-	"Uncharacterized surface protein, contains class III signal peptide"	SC.00179																																																	
5327	arCOG04493	V	-	PIN domain containing protein	COG02405																																																	
5328	arCOG04494	S	-	"Zn finger protein, C2C2 type"																																																		
5329	arCOG08179	Q	RhbC	Siderophore synthetase component	COG04264	"pfam04183,pfam06276"																																																
5330	arCOG08180	S	-	Uncharacterized protein	SC.00780																																																	
5331	arCOG08181	S	-	Uncharacterized membrane protein																																																		
5332	arCOG04498	K	-	Transcriptional regulator related to sugar-specific regulator TrmB	SC.00493																																																	
5333	arCOG04499	X	-	"Transposase, Mutator family"																																																		
5334	arCOG08185	S	-	Uncharacterized protein	SC.00782																																																	
5335	arCOG04501	K	-	AbrB family transcriptional regulator	COG02002																																																	
5336	arCOG08187	S	-	Uncharacterized protein																																																		
5337	arCOG04505	S	-	Uncharacterized protein																																																		
5338	arCOG04506	X	XerC	XerD/XerC family integrase	COG00582																																																	
5339	arCOG04507	P	ZntA	"TRASH/YHS-like protein, metallochaperone"	COG03350	pfam04945																																																
5340	arCOG08191	J	RsmD	16S rRNA G966 N2-methylase RsmD	COG00742																																																	
5341	arCOG04509	S	-	Uncharacterized membrane protein																																																		
5342	arCOG04510	S	-	Metal-binding domain																																																		
5343	arCOG04511	P	Tpd	Uncharacterized protein probably involved in high-affinity Fe2+ transport	COG03470	pfam10634																																																
5344	arCOG04512	C	IcdM	Monomeric isocitrate dehydrogenase	COG02838																																																	
5345	arCOG08199	S	-	Uncharacterized protein																																																		
5346	arCOG04514	S	-	Uncharacterized protein																																																		
5347	arCOG04515	S	-	Uncharacterized protein																																																		
5348	arCOG04516	S	-	Uncharacterized protein																																																		
5349	arCOG08203	S	-	Uncharacterized protein																																																		
5350	arCOG08204	F	Nnr1	"NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain"	COG00062	pfam13468																																																
5351	arCOG08205	S	-	Uncharacterized protein	SC.00783																																																	
5352	arCOG08206	S	-	Uncharacterized membrane protein																																																		
5353	arCOG08207	S	-	Uncharacterized protein																																																		
5354	arCOG04522	C	CcdA	Cytochrome c biogenesis protein	COG00785																																																	
5355	arCOG08209	S	-	Uncharacterized membrane protein	SC.00784																																																	
5356	arCOG08210	S	-	Uncharacterized protein																																																		
5357	arCOG08211	S	-	Uncharacterized membrane protein	SC.00448																																																	
5358	arCOG04526	R	-	Predicted SAM-dependent methyltransferase																																																		
5359	arCOG08213	S	-	Uncharacterized protein																																																		
5360	arCOG08215	R	-	Predicted nucleotidyltransferase																																																		
5361	arCOG04529	O	UreH	Urease accessory protein UreH	COG00829	pfam01774																																																
5362	arCOG08217	S	-	Uncharacterized protein																																																		
5363	arCOG08218	S	-	Uncharacterized protein																																																		
5364	arCOG08219	R	-	Extracellular solute-binding protein with Ig-fold domain	COG03889	pfam12863																																																
5365	arCOG08220	S	-	Uncharacterized membrane protein																																																		
5366	arCOG08221	S	-	Uncharacterized protein																																																		
5367	arCOG08222	V	-	"Toxic component of  toxin-antitoxin system, dsRBD-like fold, HicA family"	COG01724																																																	
5368	arCOG04536	H	ArfB	Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	COG01402	pfam02633		TIGR03964																																														
5369	arCOG04537	C	NuoF	"NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)"	COG01894	"pfam01512,pfam10589"		TIGR01959																																														
5370	arCOG08226	S	-	Zn finger domain containing protein																																																		
5371	arCOG04540	M	BetT	Choline-glycine betaine transporter	COG01292	pfam02028		TIGR00842																																														
5372	arCOG08228	S	-	Uncharacterized protein																																																		
5373	arCOG04542	H	FolE	GTP cyclohydrolase I	COG00302	pfam01227	cd00642	TIGR00063																																														
5374	arCOG04543	G	FruB	Phosphotransferase system HPr-related protein	COG01925	pfam00381	cd00367	TIGR01003																																														
5375	arCOG11962	S	-	Uncharacterized membrane protein																																																		
5376	arCOG04545	S	-	Uncharacterized protein																																																		
5377	arCOG04546	R	-	Acetyltransferase (GNAT) family	COG01246	pfam00583	cd04301																																															
5378	arCOG04547	S	-	Uncharacterized membrane protein																																																		
5379	arCOG04548	C	-	Ferredoxin	COG01146	pfam13237		TIGR02512																																														
5380	arCOG04549	G	-	"Gluconate 2-dehydrogenase, subunit 3"		pfam13618																																																
